/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_10.txt 2212096, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_10.txt 2313472, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_10.txt 2213632, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_10.txt 2205440
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_5.txt 744, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_5.txt 744, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_5.txt 744, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_5.txt 744
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_6.txt 4144, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_6.txt 4144, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_6.txt 4144, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_6.txt 4144
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_7.txt 21216, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_7.txt 21216, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_7.txt 21216, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_7.txt 21216
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_8.txt 102976, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_8.txt 102976, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_8.txt 102976, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_8.txt 102976
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_9.txt 482432, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_9.txt 482432, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_9.txt 482432, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Hyper_9.txt 482432
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x10 3460, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x10 3429, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x10 3400, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x10 3400
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x15 8268, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x15 8214, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x15 8381, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x15 8295
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x20 15323, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x20 15340, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x20 15340, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x20 15354
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x25 24269, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x25 24443, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x25 27781, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh30x25 28727
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x10 4624, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x10 4650, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x10 4641, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x10 4630
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x20 20592, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x20 21276, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x20 21686, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x20 21397
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x30 47709, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x30 47595, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x30 46714, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh40x30 47528
/home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh50x20 46469, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh50x20 46469, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh50x20 26220, /home/ubuntu/betterDP-LS/code//BGCMP/struct_bip_gr/Mesh50x20 26130
